Peak_Chr	Peak_Start	Peak_End	Feature_Chr	Feature_RegulatoryRegion_Begin	Feature_RegulatoryRegion_End	Feature_Name	FeatureOverlapToPeak
chr10	39679653	39680316	chr10	39679175	39684959	G630090E17Rik	663
chr10	39860881	39861345	chr10	39861008	39867060	Slc16a10	337
chr10	39862040	39862468	chr10	39861008	39867060	Slc16a10	428
chr10	39977749	39978727	chr10	39976884	39982471	Gtf3c6	978
chr10	40021986	40022737	chr10	40021054	40026992	Amd1	751
chr10	40021986	40022737	chr10	40021054	40026992	Amd2	751
chr10	40068078	40069299	chr10	40064113	40069613	Cdk19	1221
chr10	41169770	41170270	chr10	41165201	41170701	Zbtb24	500
chr10	41238322	41239969	chr10	41234305	41239805	Cd164	1483
chr10	41529216	41529861	chr10	41525379	41530879	Sesn1	645
chr10	41529216	41529861	chr10	41528878	41534436	2410017P07Rik	645
chr10	41533191	41533623	chr10	41528878	41534436	2410017P07Rik	432
chr10	41996058	41996582	chr10	41995831	42001548	Foxo3	524
chr10	42198150	42198918	chr10	42197568	42203371	Lace1	768
chr10	42221527	42222314	chr10	42216859	42222359	Snx3	787
chr10	42579944	42580790	chr10	42575317	42580817	Scml4	846
chr10	42941126	42941564	chr10	42936291	42941791	Pdss2	438
chr10	43260623	43261046	chr10	43260245	43265800	1700021F05Rik	423
chr10	43620765	43621412	chr10	43616612	43622112	Rtn4ip1	647
chr10	43620765	43621412	chr10	43620919	43626542	Qrsl1	493
chr10	43984580	43984854	chr10	43983163	43988663	Atg5	274
chr10	43987662	43988372	chr10	43983163	43988663	Atg5	710
chr10	45006350	45006717	chr10	45004110	45009610	Popdc3	367
chr10	50312140	50313050	chr10	50307474	50312974	Ascc3	834
chr10	52136881	52137424	chr10	52132352	52137852	Nus1	543
chr10	57717424	57717829	chr10	57713273	57718773	Gcc2	405
chr10	57786081	57786911	chr10	57781213	57786713	Lims1	632
chr10	57832932	57833197	chr10	57829201	57834701	Lims1	265
chr10	57908526	57909870	chr10	57904599	57910099	Ranbp2	1344
chr10	57960554	57961114	chr10	57955684	57961184	Ccdc138	560
chr10	58785750	58786175	chr10	58781043	58786543	P4ha1	425
chr10	59465357	59466367	chr10	59460586	59466086	Ascc1	729
chr10	59465357	59466367	chr10	59465203	59470860	Anapc16	1010
chr10	60610022	60610807	chr10	60609770	60615413	Sgpl1	785
chr10	60638495	60638823	chr10	60633009	60638509	Tbata	14
chr10	60738313	60738844	chr10	60735403	60741186	Adamts14	531
chr10	60740694	60741092	chr10	60735403	60741186	Adamts14	398
chr10	60938464	60938999	chr10	60933580	60939080	Lrrc20	535
chr10	61111075	61111527	chr10	61106368	61111868	Ppa1	452
chr10	61157739	61158406	chr10	61153261	61158761	Tysnd1	667
chr10	61802523	61803380	chr10	61802260	61808169	Hk1	857
chr10	61970373	61970886	chr10	61969889	61975503	Srgn	513
chr10	61974077	61974823	chr10	61969889	61975503	Srgn	746
chr10	62064945	62065490	chr10	62064375	62070046	Ddx21	545
chr10	62113734	62114057	chr10	62113272	62118946	Ddx50	323
chr10	62254832	62255209	chr10	62254463	62260116	Ccar1	377
chr10	62486529	62487545	chr10	62482259	62487759	3110049J23Rik	1016
chr10	62486529	62487545	chr10	62485967	62491597	Hnrnph3	1016
chr10	62706262	62706848	chr10	62701732	62707232	Herc4	586
chr10	66558929	66559260	chr10	66559037	66564605	Reep3	223
chr10	66560280	66561582	chr10	66559037	66564605	Reep3	1302
chr10	66999785	67000712	chr10	66995616	67001116	Egr2	927
chr10	67011925	67012634	chr10	67006758	67016703	Ado	709
chr10	67740420	67741185	chr10	67740937	67746474	Arid5b	248
chr10	67745906	67746278	chr10	67740937	67746474	Arid5b	372
chr10	68815525	68815991	chr10	68815083	68820660	Cdk1	466
chr10	69556599	69556870	chr10	69554868	69560368	Ccdc6	271
chr10	72117012	72118375	chr10	72112642	72118142	Zwint	1130
chr10	74425970	74426239	chr10	74424975	74430475	Gnaz	269
chr10	74429524	74430106	chr10	74424975	74430475	Gnaz	582
chr10	74522539	74523397	chr10	74518640	74524140	Bcr	858
chr10	74979482	74980257	chr10	74975786	74981286	Snrpd3	775
chr10	74979482	74980257	chr10	74979398	74985067	1110038D17Rik	775
chr10	74980517	74980905	chr10	74975786	74981286	Snrpd3	388
chr10	74980517	74980905	chr10	74979398	74985067	1110038D17Rik	388
chr10	75027646	75028894	chr10	75022200	75028075	AI646023	429
chr10	75298716	75299241	chr10	75296419	75302626	Gstt2	525
chr10	75299644	75300466	chr10	75296419	75302626	Gstt2	822
chr10	75355950	75356334	chr10	75351142	75356642	Derl3	384
chr10	75807856	75808108	chr10	75807351	75813007	Dip2a	252
chr10	75904765	75905747	chr10	75904809	75910657	Pcnt	938
chr10	75908860	75909280	chr10	75904809	75910657	Pcnt	420
chr10	75908860	75909280	chr10	75906825	75912325	2610028H24Rik	420
chr10	75931173	75931902	chr10	75926715	75932215	Mcm3ap	729
chr10	75931173	75931902	chr10	75931018	75936859	A130042E20Rik	729
chr10	75993893	75994616	chr10	75989371	75994871	Lss	723
chr10	76495764	76496119	chr10	76491003	76496503	Slc19a1	355
chr10	76721690	76722072	chr10	76717044	76722544	Pofut2	382
chr10	76721690	76722072	chr10	76720971	76726968	Gm10941	382
chr10	76882958	76883290	chr10	76880339	76886018	Adarb1	332
chr10	76983276	76983572	chr10	76977847	76983558	1810008A18Rik	282
chr10	76993560	76994102	chr10	76988092	76993592	Itgb2	32
chr10	77356415	77356667	chr10	77351164	77356664	1700009J07Rik	249
chr10	77647755	77648413	chr10	77647315	77652894	Pwp2	658
chr10	77650400	77650723	chr10	77647315	77652894	Pwp2	323
chr10	77706815	77707054	chr10	77706680	77712387	Trappc10	239
chr10	77707346	77707579	chr10	77706680	77712387	Trappc10	233
chr10	77927368	77927915	chr10	77927005	77932693	Pdxk	547
chr10	77928231	77928652	chr10	77927005	77932693	Pdxk	421
chr10	78036539	78038008	chr10	78032244	78037744	Ilvbl	1205
chr10	79131496	79132002	chr10	79127154	79132654	Gm16517	506
chr10	79144101	79144712	chr10	79139939	79145439	Cdc34	611
chr10	79251298	79251955	chr10	79251087	79256730	Prssl1	657
chr10	79251298	79251955	chr10	79251316	79256816	Palm	639
chr10	79316582	79317736	chr10	79312349	79317849	Ptbp1	1154
chr10	79316582	79317736	chr10	79313621	79322716	E130317F20Rik	1154
chr10	79340489	79341161	chr10	79336264	79342379	BC005764	672
chr10	79340489	79341161	chr10	79337411	79342911	Prtn3	672
chr10	79344011	79344253	chr10	79344056	79349556	Elane	197
chr10	79371355	79371703	chr10	79371062	79376683	Med16	348
chr10	79377123	79377484	chr10	79374715	79380215	Kiss1r	361
chr10	79379896	79380295	chr10	79374715	79380215	Kiss1r	319
chr10	79379896	79380295	chr10	79379067	79384675	C030046I01Rik	399
chr10	79389591	79389897	chr10	79384816	79390316	Arid3a	306
chr10	79446393	79446778	chr10	79446154	79452075	ORF61	385
chr10	79446393	79446778	chr10	79446344	79451844	Cnn2	385
chr10	79457261	79457806	chr10	79455359	79460859	Abca7	545
chr10	79459620	79459987	chr10	79455359	79460859	Abca7	367
chr10	79479207	79480052	chr10	79474416	79479916	Hmha1	709
chr10	79479207	79480052	chr10	79477419	79482919	Hmha1	845
chr10	79480265	79480499	chr10	79477419	79482919	Hmha1	234
chr10	79511612	79511908	chr10	79511781	79517281	Gpx4	127
chr10	79511612	79511908	chr10	79511254	79516754	Gpx4	296
chr10	79577992	79578550	chr10	79574280	79579780	Stk11	558
chr10	79604115	79604442	chr10	79599532	79605132	Dos	327
chr10	79604115	79604442	chr10	79600059	79605559	Atp5d	327
chr10	79604115	79604442	chr10	79601330	79607112	Dos	327
chr10	79604732	79605218	chr10	79599532	79605132	Dos	400
chr10	79604732	79605218	chr10	79600059	79605559	Atp5d	486
chr10	79604732	79605218	chr10	79601330	79607112	Dos	486
chr10	79611444	79612592	chr10	79606034	79611534	Midn	90
chr10	79629751	79630805	chr10	79630688	79636188	1600002K03Rik	117
chr10	79629751	79630805	chr10	79625585	79631085	Cirbp	1054
chr10	79689145	79689920	chr10	79684342	79689842	Mum1	697
chr10	79708338	79708703	chr10	79707196	79712696	Ndufs7	365
chr10	79711634	79712635	chr10	79707196	79712696	Ndufs7	1001
chr10	79724437	79724837	chr10	79722735	79728235	Dazap1	400
chr10	79724437	79724837	chr10	79722965	79728713	Gamt	400
chr10	79754992	79755375	chr10	79750175	79755675	Rps15	383
chr10	79783141	79783677	chr10	79782427	79788293	2310011J03Rik	536
chr10	79786227	79786743	chr10	79782427	79788293	2310011J03Rik	516
chr10	79849099	79849296	chr10	79848905	79855396	Mex3d	197
chr10	79861240	79861937	chr10	79861366	79867224	Mbd3	571
chr10	79896200	79897160	chr10	79895564	79901398	Tcf3	960
chr10	80052911	80053466	chr10	80052419	80058086	Fam108a	555
chr10	80065798	80066198	chr10	80060624	80066124	Adat3	326
chr10	80065798	80066198	chr10	80060626	80066126	Scamp4	328
chr10	80084570	80085474	chr10	80080524	80086024	Csnk1g2	904
chr10	80135014	80135346	chr10	80134172	80139721	Mknk2	332
chr10	80138942	80139510	chr10	80134172	80139721	Mknk2	568
chr10	80160612	80160952	chr10	80160437	80165937	Izumo4	340
chr10	80163387	80164253	chr10	80160437	80165937	Izumo4	866
chr10	80163387	80164253	chr10	80164041	80169565	Mobkl2a	212
chr10	80164573	80165503	chr10	80160437	80165937	Izumo4	930
chr10	80164573	80165503	chr10	80164041	80169565	Mobkl2a	930
chr10	80204602	80205567	chr10	80204140	80209956	Ap3d1	965
chr10	80260688	80261797	chr10	80256479	80261979	Sf3a2	1109
chr10	80260688	80261797	chr10	80260325	80266371	Plekhj1	1109
chr10	80311127	80311632	chr10	80306186	80311784	Lingo3	505
chr10	80315952	80316145	chr10	80313019	80318519	3110056O03Rik	193
chr10	80341036	80341303	chr10	80337560	80343060	Tmprss9	267
chr10	80363467	80363990	chr10	80362868	80368714	Timm13	523
chr10	80388721	80388984	chr10	80387835	80393335	Gadd45b	263
chr10	80392544	80393274	chr10	80387835	80393335	Gadd45b	730
chr10	80481122	80481321	chr10	80477100	80482670	Gng7	199
chr10	80565344	80565581	chr10	80560900	80566617	Creb3l3	237
chr10	80565344	80565581	chr10	80563691	80569191	Map2k2	237
chr10	80568930	80569471	chr10	80563691	80569191	Map2k2	261
chr10	80630588	80631319	chr10	80629929	80635465	Pias4	731
chr10	80631636	80631915	chr10	80629929	80635465	Pias4	279
chr10	80645282	80645894	chr10	80640751	80646251	Dapk3	612
chr10	80645282	80645894	chr10	80641007	80646507	Dapk3	612
chr10	80645282	80645894	chr10	80641662	80647162	Dapk3	612
chr10	80717604	80718044	chr10	80715289	80720789	Matk	440
chr10	80729130	80730010	chr10	80725916	80731416	Apba3	880
chr10	80729130	80730010	chr10	80729017	80734671	Mrpl54	880
chr10	80754263	80754944	chr10	80750716	80756216	Pip5k1c	681
chr10	80754263	80754944	chr10	80753292	80759012	Tjp3	681
chr10	80778585	80778899	chr10	80778847	80784347	2510012J08Rik	52
chr10	80782820	80783962	chr10	80778847	80784347	2510012J08Rik	1142
chr10	80813198	80813951	chr10	80812378	80818172	Hmg20b	753
chr10	80813198	80813951	chr10	80812517	80818171	Hmg20b	753
chr10	80813198	80813951	chr10	80812651	80818202	Hmg20b	753
chr10	80814522	80814819	chr10	80812378	80818172	Hmg20b	297
chr10	80814522	80814819	chr10	80812517	80818171	Hmg20b	297
chr10	80814522	80814819	chr10	80812651	80818202	Hmg20b	297
chr10	80820122	80820734	chr10	80815314	80820814	F630110N24Rik	612
chr10	80841090	80842035	chr10	80840514	80846115	Fzr1	945
chr10	80844790	80845580	chr10	80840514	80846115	Fzr1	790
chr10	80844790	80845580	chr10	80842172	80847672	Dohh	790
chr10	80846995	80847448	chr10	80842172	80847672	Dohh	453
chr10	81012438	81013446	chr10	81007036	81012791	Gna11	353
chr10	81063128	81064066	chr10	81063042	81068645	Tle6	938
chr10	81063128	81064066	chr10	81064052	81069552	BC025920	14
chr10	81067427	81068287	chr10	81063042	81068645	Tle6	860
chr10	81067427	81068287	chr10	81064052	81069552	BC025920	860
chr10	81090077	81090546	chr10	81086284	81091784	Ankrd24	469
chr10	81090077	81090546	chr10	81089136	81095067	Sirt6	469
chr10	81090077	81090546	chr10	81089716	81095353	Sirt6	469
chr10	82152673	82152908	chr10	82152733	82158395	Glt8d2	175
chr10	82160199	82160518	chr10	82156751	82162251	Hcfc2	319
chr10	82321659	82322193	chr10	82316950	82322450	Txnrd1	534
chr10	82321659	82322193	chr10	82318085	82323585	Txnrd1	534
chr10	82322936	82323978	chr10	82318085	82323585	Txnrd1	649
chr10	82325672	82326211	chr10	82324370	82329870	Eid3	539
chr10	83006512	83007033	chr10	83001685	83007185	A230046K03Rik	521
chr10	83111483	83112078	chr10	83110772	83116409	Appl2	595
chr10	83181633	83182173	chr10	83180609	83186109	1500009L16Rik	540
chr10	83999578	83999894	chr10	83995691	84001633	Ckap4	316
chr10	84036539	84037315	chr10	84034691	84040191	Tcp11l2	776
chr10	84646393	84646815	chr10	84646558	84652799	Cry1	257
chr10	84649313	84649686	chr10	84646558	84652799	Cry1	373
chr10	85379692	85380149	chr10	85379052	85384690	Prdm4	457
chr10	85473947	85474451	chr10	85474029	85479605	Bpil2	422
chr10	85484507	85485511	chr10	85479673	85485173	Fbxo7	666
chr10	85758516	85758814	chr10	85758156	85763656	Timp3	298
chr10	86168041	86169909	chr10	86163555	86169055	BC030307	1014
chr10	86168041	86169909	chr10	86167551	86173189	Hsp90b1	1868
chr10	86241101	86242041	chr10	86236749	86242249	Nt5dc3	940
chr10	88193594	88194135	chr10	88189158	88194658	Arl1	541
chr10	88193594	88194135	chr10	88191785	88198846	Gm4925	541
chr10	89203604	89204134	chr10	89202735	89208235	Uhrf1bp1l	530
chr10	90545311	90545824	chr10	90540783	90546283	Ikbip	513
chr10	90545311	90545824	chr10	90544427	90550488	Apaf1	513
chr10	90586540	90587119	chr10	90586160	90591708	Slc25a3	579
chr10	92623331	92623767	chr10	92620529	92626029	Mir1931	436
chr10	92623331	92623767	chr10	92618620	92624120	Cdk17	436
chr10	92624364	92624900	chr10	92620529	92626029	Mir1931	536
chr10	92914384	92915275	chr10	92911140	92916640	Lta4h	891
chr10	92915540	92916344	chr10	92911140	92916640	Lta4h	804
chr10	93002555	93003383	chr10	92998376	93003876	Ccdc38	828
chr10	93002555	93003383	chr10	93002078	93007778	Amdhd1	828
chr10	93004380	93004709	chr10	93002078	93007778	Amdhd1	329
chr10	93493781	93494361	chr10	93493745	93499245	Fgd6	580
chr10	93498263	93498565	chr10	93493745	93499245	Fgd6	302
chr10	93498263	93498565	chr10	93497914	93503493	Vezt	302
chr10	93610223	93610772	chr10	93605675	93611175	Nr2c1	549
chr10	93661043	93662148	chr10	93656753	93662253	Ndufa12	1105
chr10	94150917	94151337	chr10	94146534	94152034	Ccdc41	420
chr10	94150917	94151337	chr10	94150477	94156358	4932415G12Rik	420
chr10	94405489	94405800	chr10	94405650	94412212	Plxnc1	150
chr10	94410448	94411191	chr10	94405650	94412212	Plxnc1	743
chr10	96078754	96079791	chr10	96074634	96080134	Btg1	1037
chr10	98724351	98724900	chr10	98720864	98726364	Dusp6	549
chr10	105274445	105274755	chr10	105273534	105279034	Ccdc59	310
chr10	107598402	107599409	chr10	107594455	107599955	Ppp1r12a	1007
chr10	110180296	110180551	chr10	110177520	110183020	E2f7	255
chr10	110601160	110602294	chr10	110596857	110602357	Osbpl8	1134
chr10	110735449	110735979	chr10	110730734	110736234	Bbs10	530
chr10	110943185	110943402	chr10	110938341	110943841	Phlda1	217
chr10	111432839	111434464	chr10	111433413	111439320	Glipr1	1051
chr10	111437516	111438104	chr10	111433413	111439320	Glipr1	588
chr10	111439225	111440139	chr10	111433413	111439320	Glipr1	95
chr10	114689384	114689938	chr10	114687937	114693549	Tbc1d15	554
chr10	114752577	114753369	chr10	114751749	114757647	Rab21	792
chr10	114821612	114822165	chr10	114820760	114826491	Thap2	553
chr10	114821612	114822165	chr10	114817014	114822514	Zfc3h1	553
chr10	115022999	115023961	chr10	115023837	115029836	Lgr5	124
chr10	116018155	116019660	chr10	116018008	116023567	Cnot2	1505
chr10	117147642	117148188	chr10	117147107	117152772	Mdm2	546
chr10	117183488	117184039	chr10	117182340	117188414	Slc35e3	551
chr10	117229120	117230249	chr10	117229159	117234761	Nup107	1090
chr10	117283140	117283474	chr10	117282386	117288030	Rap1b	334
chr10	117578417	117578906	chr10	117573842	117579342	Mdm1	489
chr10	118306738	118307149	chr10	118305276	118310959	Dyrk2	411
chr10	118889838	118890264	chr10	118886369	118891869	Grip1	426
chr10	119645557	119646031	chr10	119640881	119646381	Tmbim4	474
chr10	119913379	119913954	chr10	119912508	119918991	Hmga2	575
chr10	120913714	120914142	chr10	120912558	120918306	Rassf3	428
chr10	121028121	121028503	chr10	121023250	121028850	Tbk1	382
chr10	121534230	121534653	chr10	121533455	121539158	Tmem5	423
chr10	122422196	122422726	chr10	122422195	122427780	Mirlet7i	530
chr10	122423433	122423725	chr10	122422195	122427780	Mirlet7i	292
chr10	122633136	122633550	chr10	122633382	122638979	Usp15	168
chr10	122633864	122634427	chr10	122633382	122638979	Usp15	563
chr10	126342620	126343016	chr10	126337657	126343427	Xrcc6bp1	396
chr10	126467432	126468063	chr10	126467299	126472870	Tsfm	631
chr10	126478917	126479276	chr10	126473987	126479487	Mettl1	359
chr10	126500033	126501365	chr10	126495658	126501158	Cdk4	1125
chr10	126500033	126501365	chr10	126495953	126502240	9-Mar	1332
chr10	126507215	126507510	chr10	126506670	126512317	Tspan31	295
chr10	126512159	126512530	chr10	126506670	126512317	Tspan31	158
chr10	126512159	126512530	chr10	126510962	126516462	Agap2	371
chr10	126599847	126600388	chr10	126597280	126602780	B4galnt1	541
chr10	126599847	126600388	chr10	126597886	126603386	B4galnt1	541
chr10	126601623	126602490	chr10	126597280	126602780	B4galnt1	867
chr10	126601623	126602490	chr10	126597886	126603386	B4galnt1	867
chr10	126703019	126703529	chr10	126698317	126703817	Dctn2	510
chr10	126703019	126703529	chr10	126699323	126705419	Kif5a	510
chr10	126725991	126727109	chr10	126722848	126728348	Ddit3	1118
chr10	126725991	126727109	chr10	126725264	126730827	Mbd6	1118
chr10	126727380	126728189	chr10	126722848	126728348	Ddit3	809
chr10	126727380	126728189	chr10	126725264	126730827	Mbd6	809
chr10	126780105	126780414	chr10	126778114	126783635	Gli1	309
chr10	127113764	127114314	chr10	127109120	127114620	Tmem194	550
chr10	127142735	127143019	chr10	127137311	127142811	Myo1a	76
chr10	127174177	127174665	chr10	127171593	127177093	Zbtb39	488
chr10	127495771	127496178	chr10	127491037	127496537	Ptges3	407
chr10	127707369	127707682	chr10	127702631	127708131	Stat2	313
chr10	127740050	127740988	chr10	127734366	127740140	Il23a	90
chr10	127740050	127740988	chr10	127735390	127740890	Pan2	840
chr10	127773539	127773960	chr10	127769887	127775387	Cs	421
chr10	127774225	127775203	chr10	127769887	127775387	Cs	978
chr10	127805926	127806434	chr10	127805253	127812093	Coq10a	508
chr10	127848034	127848432	chr10	127846291	127851852	Obfc2b	398
chr10	127848034	127848432	chr10	127843671	127849171	Rnf41	398
chr10	127895411	127895733	chr10	127891291	127896791	Smarcc2	322
chr10	127935646	127936670	chr10	127930364	127935881	Myl6	235
chr10	127935646	127936670	chr10	127935183	127940741	Myl6b	1024
chr10	127962018	127962724	chr10	127962019	127967915	Esyt1	705
chr10	127985961	127986555	chr10	127984249	127989800	Zc3h10	594
chr10	127985961	127986555	chr10	127985643	127991224	Rpl41	594
chr10	128005012	128005367	chr10	128002295	128007990	Pa2g4	355
chr10	128087133	128087476	chr10	128082276	128088049	Ikzf4	343
chr10	128184980	128185717	chr10	128179934	128185434	Wibg	454
chr10	128184980	128185717	chr10	128180351	128186112	Dgka	737
chr10	128184980	128185717	chr10	128180577	128186077	Wibg	737
chr10	128258528	128259088	chr10	128258097	128263687	Ormdl2	560
chr10	128258528	128259088	chr10	128253826	128259326	Sarnp	560
chr10	128343297	128343657	chr10	128340974	128346474	Cd63	360
chr10	128343297	128343657	chr10	128341921	128347421	Cd63	360
chr10	128355206	128355879	chr10	128355702	128361353	Rdh5	177
chr10	129508300	129508566	chr10	129506467	129511967	Olfr822	266
chr11	3023644	3024185	chr11	3019023	3024523	Pisd-ps1	541
chr11	3023644	3024185	chr11	3019029	3024529	Pisd-ps3	541
chr11	3102176	3102424	chr11	3097355	3102855	Eif4enif1	248
chr11	3102176	3102424	chr11	3097585	3103085	Eif4enif1	248
chr11	3102176	3102424	chr11	3097997	3103497	Eif4enif1	248
chr11	3102176	3102424	chr11	3098021	3103521	Eif4enif1	248
chr11	3103263	3103462	chr11	3097997	3103497	Eif4enif1	199
chr11	3103263	3103462	chr11	3098021	3103521	Eif4enif1	199
chr11	3166273	3166680	chr11	3165771	3171389	Drg1	407
chr11	3228366	3228642	chr11	3225733	3231233	Pik3ip1	276
chr11	3309044	3309450	chr11	3308548	3314238	Limk2	406
chr11	3410349	3410624	chr11	3409704	3415204	Selm	275
chr11	3549136	3549468	chr11	3544496	3549996	Morc2a	332
chr11	3549136	3549468	chr11	3546059	3552536	Tug1	332
chr11	3549136	3549468	chr11	3548255	3553811	Tug1	332
chr11	3549692	3549971	chr11	3544496	3549996	Morc2a	279
chr11	3549692	3549971	chr11	3546059	3552536	Tug1	279
chr11	3549692	3549971	chr11	3548255	3553811	Tug1	279
chr11	3794746	3795302	chr11	3790242	3795742	Dusp18	556
